strike,expiration,tau,bid,ask,mid_price,implied_vol,volume,openInterest,S0,r
700.0,2026-06-05,0.03285420944558522,47.53,47.74,47.635000000000005,0.2775951147460937,392.0,8759,745.6400146484375,0.035850000381469724
705.0,2026-06-05,0.03285420944558522,41.82,43.52,42.67,0.28125718749999995,213.0,448,745.6400146484375,0.035850000381469724
716.0,2026-06-05,0.03285420944558522,32.03,32.56,32.295,0.2280350634765625,235.0,277,745.6400146484375,0.035850000381469724
717.0,2026-06-05,0.03285420944558522,31.07,31.62,31.345,0.22461712890624996,102.0,502,745.6400146484375,0.035850000381469724
720.0,2026-06-05,0.03285420944558522,28.35,28.86,28.605,0.21555349884033204,139.0,1917,745.6400146484375,0.035850000381469724
725.0,2026-06-05,0.03285420944558522,23.88,24.29,24.085,0.19925727508544921,108.0,856,745.6400146484375,0.035850000381469724
726.0,2026-06-05,0.03285420944558522,22.94,23.46,23.200000000000003,0.19763985961914063,231.0,808,745.6400146484375,0.035850000381469724
730.0,2026-06-05,0.03285420944558522,19.5,20.01,19.755000000000003,0.18659260681152345,191.0,934,745.6400146484375,0.035850000381469724
732.0,2026-06-05,0.03285420944558522,17.91,18.29,18.1,0.1802755313110352,68.0,455,745.6400146484375,0.035850000381469724
734.0,2026-06-05,0.03285420944558522,16.3,16.64,16.47,0.17469087036132813,59.0,901,745.6400146484375,0.035850000381469724
735.0,2026-06-05,0.03285420944558522,15.5,15.86,15.68,0.17255466125488284,640.0,2509,745.6400146484375,0.035850000381469724
736.0,2026-06-05,0.03285420944558522,14.72,15.06,14.89,0.16974707214355472,55.0,1745,745.6400146484375,0.035850000381469724
738.0,2026-06-05,0.03285420944558522,13.24,13.55,13.395,0.16526103302001954,114.0,1693,745.6400146484375,0.035850000381469724
739.0,2026-06-05,0.03285420944558522,12.51,12.81,12.66,0.16294172027587894,53.0,927,745.6400146484375,0.035850000381469724
740.0,2026-06-05,0.03285420944558522,11.83,12.03,11.93,0.15961533752441404,670.0,21020,745.6400146484375,0.035850000381469724
741.0,2026-06-05,0.03285420944558522,11.1,11.38,11.24,0.15842516387939454,69.0,1374,745.6400146484375,0.035850000381469724
742.0,2026-06-05,0.03285420944558522,10.4,10.69,10.545,0.1562279202270508,139.0,1718,745.6400146484375,0.035850000381469724
743.0,2026-06-05,0.03285420944558522,9.73,10.03,9.879999999999999,0.1542748147583008,254.0,1143,745.6400146484375,0.035850000381469724
744.0,2026-06-05,0.03285420944558522,9.12,9.38,9.25,0.15216912292480472,202.0,1236,745.6400146484375,0.035850000381469724
745.0,2026-06-05,0.03285420944558522,8.58,8.68,8.629999999999999,0.14887325744628904,2238.0,3549,745.6400146484375,0.035850000381469724
746.0,2026-06-05,0.03285420944558522,8.02,8.06,8.04,0.14670653106689452,921.0,1510,745.6400146484375,0.035850000381469724
747.0,2026-06-05,0.03285420944558522,7.44,7.48,7.460000000000001,0.14487549468994143,2200.0,1545,745.6400146484375,0.035850000381469724
748.0,2026-06-05,0.03285420944558522,6.89,6.93,6.91,0.14325807922363282,1291.0,550,745.6400146484375,0.035850000381469724
749.0,2026-06-05,0.03285420944558522,6.36,6.4,6.380000000000001,0.1415796292114258,1209.0,965,745.6400146484375,0.035850000381469724
